"Tag","Value","Tag_Description"
"building:superstructure:type","parapet","Building Superstructure Type"
"building:superstructure:type","roof_deck","Building Superstructure Type"
"building:superstructure:type","roof_garden","Building Superstructure Type"
"building:superstructure:type","signage","Building Superstructure Type"
"building:superstructure:type","skylight","Building Superstructure Type"
"building:superstructure:type","steeple","Building Superstructure Type"
"building:superstructure:type","tower","Building Superstructure Type"
"building:superstructure:type","turret","Building Superstructure Type"
"building:superstructure","yes","Feature Code AL018"
"building","academy","Educational Building Type/Educational Facility Type"
"building","accomodation","Feature Function"
"building","aeration","Manufacturing Facility Type"
"building","apartment_house","Feature Function"
"building","apartments","Dwelling Type"
"building","appartments","Feature Function"
"building","armory","Building Function Category"
"building","attached_house","Feature Function"
"building","barn","Building Function Category"
"building","branch_telephone_exchange","Feature Function"
"building","burial_site","Religious Information : Religious Facility Type"
"building","capitol","Building Function Category"
"building","caravan","Dwelling Type"
"building","castle","Building Function Category"
"building","cathedral","House of Worship Type"
"building","cemetery_building","Feature Function"
"building","chancery","Building Function Category"
"building","chapel","House of Worship Type"
"building","church","House of Worship Type"
"building","college","Educational Building Type/Educational Facility Type"
"building","collegiate","Educational Building Type/Educational Facility Type"
"building","commercial","Building Function Category"
"building","communications","Communication Facility Type"
"building","consulate","Feature Function"
"building","convent","Religious Information : Religious Facility Type"
"building","correctional","Corrections Facility Type"
"building","cultural","Cultural Facility Type"
"building","customs_house","Building Function Category"
"building","dependents_housing","Feature Function"
"building","detached_house","Feature Function"
"building","dormitory","Feature Function"
"building","dwelling","Dwelling Type"
"building","educational_centre","Educational Building Type/Educational Facility Type"
"building","farm","Building Function Category"
"building","farm_auxiliary","Agricultural Facility Type"
"building","garage","Building Function Category"
"building","grandstand","Feature Code AK110"
"building","greenhouse","Feature Function"
"building","ground_station","Communication Facility Type"
"building","guard","Feature Function"
"building","guardhouse","Building Function Category"
"building","guardroom","Feature Function"
"building","hangar","Feature Function"
"building","harbour_control","Feature Function"
"building","harbour_master","Transportation Facility Type"
"building","health_office","Feature Function"
"building","healthcare","Feature Function"
"building","hermitage","Religious Information : Religious Facility Type"
"building","hospital","Feature Function"
"building","hut","Feature Code AL099"
"building","in-patient_care","Feature Function"
"building","institute","Feature Function"
"building","legation","Building Function Category"
"building","lyceum","Educational Building Type/Educational Facility Type"
"building","main_telephone_exchange","Feature Function"
"building","manufactured_house","Feature Function"
"building","manufacturing","Manufacturing Facility Type"
"building","manufacturing_outbuilding","Manufacturing Facility Type"
"building","marabout","House of Worship Type"
"building","marine_police","Building Function Category"
"building","maritime_pilotage","Feature Function"
"building","military","Feature Function"
"building","minaret","House of Worship Type"
"building","mission","Feature Function"
"building","monastery","House of Worship Type"
"building","mosque","House of Worship Type"
"building","municipal_hall","Building Function Category"
"building","noviciate","Religious Information : Religious Facility Type"
"building","observatory","Feature Function"
"building","other","Feature Function"
"building","other_shed","Shed Type"
"building","outbuilding","Building Function Category"
"building","pagoda","House of Worship Type"
"building","palace","Feature Function"
"building","pilot_lookout_station","Transportation Facility Type"
"building","pilot_office","Transportation Facility Type"
"building","port_control","Transportation Facility Type"
"building","port_facility","Feature Code SU003"
"building","print_publishing","Feature Function"
"building","processing","Manufacturing Facility Type"
"building","pumping","Building Function Category"
"building","radio_broadcasting","Feature Function"
"building","religious_community","House of Worship Type"
"building","research","Feature Function"
"building","research_centre","Research Facility Type"
"building","residence","Feature Function"
"building","residential","Feature Function"
"building","retreat","Religious Information : Religious Facility Type"
"building","satellite_tracking_station","Building Function Category"
"building","school","Feature Function"
"building","security","Security Facility Type"
"building","seminary","Educational Building Type/Educational Facility Type"
"building","shed","Shed Type"
"building","shrine","House of Worship Type"
"building","signalling","Feature Function"
"building","social_work","Feature Function"
"building","static_caravan","Building Function Category"
"building","stupa","House of Worship Type"
"building","synagogue","House of Worship Type"
"building","tabernacle","House of Worship Type"
"building","telecommunications","Feature Function"
"building","television_broadcasting","Feature Function"
"building","temple","House of Worship Type"
"building","terminal","Feature Function"
"building","trading_post","Building Function Category"
"building","transportation","Transportation Facility Type"
"building","transportation_outbuilding","Transportation Facility Type"
"building","university","Educational Building Type/Educational Facility Type"
"building","utilities","Feature Function"
"building","utility","Utility Facility Type"
"building","warehouse","Feature Function"
"building","watermill","Building Function Category"
"building","wind_tunnel","Building Function Category"
"building","yes","Feature Function"
"by_product","ash","Manufacturing Information : By-product"
"by_product","cinders","Manufacturing Information : By-product"
"by_product","no_byproduct","Manufacturing Information : By-product"
"by_product","other","By-product"
"by_product","radioactive_material","Manufacturing Information : By-product"
"by_product","refuse","By-product"
"by_product","scrap-metal","Manufacturing Information : By-product"
"by_product","sewage","Manufacturing Information : By-product"
"by_product","slag","By-product"
"by_product","sludge","Manufacturing Information : By-product"
"by_product","spoil","By-product"
"bypass","difficult","Bypass Condition Category/Bypass Condition"
"bypass","easy","Bypass Condition Category/Bypass Condition"
"bypass","impossible","Bypass Condition Category/Bypass Condition"
"cable:shape","mountain_catenary","Cable Suspended Shape/Power Line Shape/Transmission Suspension Type"
"cable:shape","not_applicable","Cable Suspended Shape/Power Line Shape/Transmission Suspension Type"
"cable:shape","other","Cable Suspended Shape/Power Line Shape/Transmission Suspension Type"
"cable:shape","overwater_catenary","Cable Suspended Shape/Power Line Shape/Transmission Suspension Type"
"cable:shape","symmetric_catenary","Cable Suspended Shape/Power Line Shape/Transmission Suspension Type"
"cable:type","barrier","Cable Classification/Cable Type"
"cable:type","cableway","Cable Classification/Cable Type"
"cable:type","communication","Cable Classification/Cable Type"
"cable:type","digital_communication","Cable Classification/Cable Type"
"cable:type","fibre-optic","Cable Classification/Cable Type"
"cable:type","guide","Cable Classification/Cable Type"
"cable:type","load_bearing","Cable Classification/Cable Type"
"cable:type","other","Cable Classification/Cable Type"
"cable:type","power","Tower Type Category/Tower Type"
"cable:type","restraining","Cable Classification/Cable Type"
"cable:type","telegraph","Cable Classification/Cable Type"
"cable:type","telephone","Cable Classification/Cable Type"
"cable:type","tethering","Cable Classification/Cable Type"
"cable:type","towing","Cable Classification/Cable Type"
"cable:type","transmission","Cable Classification/Cable Type"
"cable","yes","Feature Code AT005"
"cable_count","Text or number value","Number of Parallel Lines"
"cableway:type","aerial_tramway","Cableway Type"
"cableway:type","chair-lift","Cableway Type"
"cableway:type","gondola_lift","Cableway Type"
"cableway:type","industrial_ropeway","Cableway Type"
"cableway:type","material_tramway","Cableway Type"
"cableway:type","not_applicable","Cableway Type"
"cableway:type","other","Cableway Type"
"cableway:type","ski_tow","Cableway Type"
"cableway:type","t-bar_lift","Cableway Type"
"cableway","yes","Feature Code AT041"
"camp:type","forestry","Feature Function"
"camp:type","migrant_labour","Feature Function"
"camp","yes","Feature Code AI030"
"canopy_cover","Text or number value","Canopy Cover/Density Measure (% of Tree/Canopy Cover)"
"cave:type","aeolian","Cave Information : Cave Type"
"cave:type","erosional","Cave Information : Cave Type"
"cave:type","glacier","Cave Information : Cave Type"
"cave:type","lava","Cave Information : Cave Type"
"cave:type","other","Cave Information : Cave Type"
"cave:type","solution","Cave Information : Cave Type"
"cave:type","talus","Cave Information : Cave Type"
"cave:type","waterbody","Cave Information : Cave Type"
"cistern","yes","Feature Code BI010"
"classification_name","Text or number value","Classification Name"
"communication:cellular_phone","yes","Wireless Telecommunication Information : Wireless Telecommunication Type"
"communication:microwave_radio_relay","yes","Wireless Telecommunication Information : Wireless Telecommunication Type"
"communication:mobile_phone","yes","Wireless Telecommunication Information : Wireless Telecommunication Type"
"communication:other","yes","Wireless Telecommunication Information : Wireless Telecommunication Type"
"communication:radio-telegraph","yes","Wireless Telecommunication Information : Wireless Telecommunication Type"
"communication:radio_broadcast","yes","Wireless Telecommunication Information : Wireless Telecommunication Type"
"communication:radio_telephone","yes","Wireless Telecommunication Information : Wireless Telecommunication Type"
"communication:television","yes","Wireless Telecommunication Information : Wireless Telecommunication Type"
"condition","abandoned","Existence Category"
"condition","construction","Existence Category"
"condition","damaged","Existence Category"
"condition","destroyed","Existence Category"
"condition","dismantled","Existence Category"
"condition","disused","Condition of Facility"
